HHID_panel,tempo,income2010,DSR2010,assets2010,DAR2010,income2016,DSR2016,assets2016,DAR2016,income2020,DSR2020,assets2020,DAR2020,cat_assets_b,cat_DAR_b,cat_DSR_b,cat_income_b
KUV19,2,52,.35200006,133,.35338345,75.569618,.066745661,263.10129,.2478133,127.47826,.12811947,556.90216,.10109495,Inc,Dec,Inc,Inc
KUV2,1,31,.74483871,120,.5,120.56962,.26852617,34.208858,2.9349124,40.760868,.069339447,151.41304,.13274947,Dec,Inc,Dec,Inc
KUV2,2,31,.74483871,120,.5,120.56962,.26852617,34.208858,2.9349124,40.760868,.069339447,151.41304,.13274947,Inc,Dec,Dec,Dec
KUV20,1,62,.10483871,94,.58510637,124.77215,.37410173,100.88607,1.2548809,151.60869,.16993549,543.20654,.24962881,Sta,Inc,Inc,Inc
KUV20,2,62,.10483871,94,.58510637,124.77215,.37410173,100.88607,1.2548809,151.60869,.16993549,543.20654,.24962881,Inc,Dec,Dec,Inc
KUV21,1,91.400002,.2761825,170,.70588231,98.126579,0,177.72151,.74779916,113.73913,.28074467,498.75,.45654136,Sta,Sta,Dec,Sta
KUV21,2,91.400002,.2761825,170,.70588231,98.126579,0,177.72151,.74779916,113.73913,.28074467,498.75,.45654136,Inc,Dec,Sta,Inc
KUV22,1,85,1.903846,362.5,.80000001,55.696201,.44334441,44.177216,1.3626934,122.28261,.054796185,233.53261,.38367233,Dec,Inc,Dec,Dec
KUV22,2,85,1.903846,362.5,.80000001,55.696201,.44334441,44.177216,1.3626934,122.28261,.054796185,233.53261,.38367233,Inc,Dec,Dec,Inc
KUV23,1,45,1.0931342,228,.39473686,13.101266,1.8730781,266.13925,.78455168,69.239128,.23591572,377.44565,1.4555739,Inc,Inc,Inc,Dec
KUV23,2,45,1.0931342,228,.39473686,13.101266,1.8730781,266.13925,.78455168,69.239128,.23591572,377.44565,1.4555739,Inc,Inc,Dec,Inc
KUV24,2,,,,,90.886078,.1324587,58.481014,1.2551082,16.413044,.016556291,144.02174,.0097207539,Inc,Dec,Dec,Dec
KUV26,1,44,.61935228,175.5,.42450142,136.4557,.29423723,104.93671,4.6437511,211.1739,.15860514,306.46741,.76615,Dec,Inc,Dec,Inc
KUV26,2,44,.61935228,175.5,.42450142,136.4557,.29423723,104.93671,4.6437511,211.1739,.15860514,306.46741,.76615,Inc,Dec,Dec,Inc
KUV27,1,59,.41674241,206,.36407766,25.06329,1.0658481,215.63292,.96784854,138.78261,.32252049,330.38046,.34778082,Sta,Inc,Inc,Dec
KUV27,2,59,.41674241,206,.36407766,25.06329,1.0658481,215.63292,.96784854,138.78261,.32252049,330.38046,.34778082,Inc,Dec,Dec,Inc
KUV28,1,67,.46056324,119,.44537815,88.607597,.042857148,123.35442,.61530018,67.58696,.2486437,427.77173,.12997586,Sta,Inc,Dec,Inc
KUV28,2,67,.46056324,119,.44537815,88.607597,.042857148,123.35442,.61530018,67.58696,.2486437,427.77173,.12997586,Inc,Dec,Inc,Dec
KUV29,1,74,.48201761,164,.35365853,159.11392,.067528814,292.27847,.29218709,87.260872,.24487716,286.52176,.27013656,Inc,Dec,Dec,Inc
KUV29,2,74,.48201761,164,.35365853,159.11392,.067528814,292.27847,.29218709,87.260872,.24487716,286.52176,.27013656,Sta,Sta,Inc,Dec
KUV3,2,,,,,11.392406,1.6530796,115.06329,.35806382,67.260872,.14152341,373.31522,.085182704,Inc,Dec,Dec,Inc
KUV30,1,46,.68913043,63,.77777779,148.10127,.16128817,7.5000005,11.813333,146.73914,.1015988,283.8587,.47417963,Dec,Inc,Dec,Inc
KUV30,2,46,.68913043,63,.77777779,148.10127,.16128817,7.5000005,11.813333,146.73914,.1015988,283.8587,.47417963,Inc,Dec,Dec,Sta
KUV31,1,70,.41571504,497.5,.16080402,111.3924,.047493588,19.683544,3.2108037,54.347828,.019099096,223.09782,.079337396,Dec,Inc,Dec,Inc
KUV31,2,70,.41571504,497.5,.16080402,111.3924,.047493588,19.683544,3.2108037,54.347828,.019099096,223.09782,.079337396,Inc,Dec,Dec,Dec
KUV32,1,85.5,.23381415,226,.23893805,148.65823,.40547299,287.46835,.67659622,115.25,.30504361,612.01086,.24002843,Inc,Inc,Inc,Inc
KUV32,2,85.5,.23381415,226,.23893805,148.65823,.40547299,287.46835,.67659622,115.25,.30504361,612.01086,.24002843,Inc,Dec,Dec,Dec
KUV33,2,,,,,99.455696,.49428281,158.1962,.34008399,39.326088,1.4698502,275.81522,.82954097,Inc,Inc,Inc,Dec
KUV34,1,95,.044,109.5,.63013697,9.7721519,3.3155537,458.03799,.31089124,19.70652,.12132911,153.64131,.35342056,Inc,Dec,Inc,Dec
KUV34,2,95,.044,109.5,.63013697,9.7721519,3.3155537,458.03799,.31089124,19.70652,.12132911,153.64131,.35342056,Dec,Inc,Dec,Inc
KUV35,1,80,.81461608,235,.42553192,200.82278,.14126563,10.759494,5.2883534,258.15216,0,266.57608,.071274213,Dec,Inc,Dec,Inc
KUV35,2,80,.81461608,235,.42553192,200.82278,.14126563,10.759494,5.2883534,258.15216,0,266.57608,.071274213,Inc,Dec,Dec,Inc
KUV36,1,40,.2525,331.5,.10558069,56.582279,.02981336,222.40506,.32688105,,,,,Dec,Inc,Dec,Inc
KUV37,1,85,.035176471,86,.46511632,74.746834,.011673737,579.62024,.32918108,212.26086,.47445095,352.98914,1.0158952,Inc,Dec,Dec,Dec
KUV37,2,85,.035176471,86,.46511632,74.746834,.011673737,579.62024,.32918108,212.26086,.47445095,352.98914,1.0158952,Dec,Inc,Inc,Inc
KUV38,1,73,.33468497,339.5,.39469805,411.3924,.024366649,451.13922,.1542761,103.91304,.028457081,386.1413,.077432796,Inc,Dec,Dec,Inc
KUV38,2,73,.33468497,339.5,.39469805,411.3924,.024366649,451.13922,.1542761,103.91304,.028457081,386.1413,.077432796,Dec,Dec,Inc,Dec
KUV39,1,87,.9912374,122,2.1311476,85.443039,.59359187,158.35443,1.6867225,29.608696,.66293335,398.20654,.26594239,Inc,Dec,Dec,Sta
KUV39,2,87,.9912374,122,2.1311476,85.443039,.59359187,158.35443,1.6867225,29.608696,.66293335,398.20654,.26594239,Inc,Dec,Inc,Dec
KUV4,1,131.60001,.39234668,195,.48717949,18.417723,1.8900343,278.54431,.76074064,103.04348,.035577353,274.56522,.21707046,Inc,Inc,Inc,Dec
KUV4,2,131.60001,.39234668,195,.48717949,18.417723,1.8900343,278.54431,.76074064,103.04348,.035577353,274.56522,.21707046,Sta,Dec,Dec,Inc
KUV40,1,55,.39315942,167.5,.56716418,63.569622,.1529799,403.86075,.23522958,65.695648,.44329098,198.86304,.59739608,Inc,Dec,Dec,Inc
KUV40,2,55,.39315942,167.5,.56716418,63.569622,.1529799,403.86075,.23522958,65.695648,.44329098,198.86304,.59739608,Dec,Inc,Inc,Sta
KUV41,1,40,2.8132501,313,1.2779553,53.696201,.045968879,109.55697,2.3686306,40.190216,.55169791,460.59784,.31893331,Dec,Inc,Dec,Inc
KUV41,2,40,2.8132501,313,1.2779553,53.696201,.045968879,109.55697,2.3686306,40.190216,.55169791,460.59784,.31893331,Inc,Dec,Inc,Dec
KUV42,2,,,,,47.341774,0,81.582275,.3885648,53.47826,.50187564,156.19565,1.4955603,Inc,Inc,Sta,Inc
KUV43,1,37,.26881081,239.5,.21294363,19.86076,0,124.36709,.3304733,222.91304,.036226414,553.20654,.12906572,Dec,Inc,Dec,Dec
KUV43,2,37,.26881081,239.5,.21294363,19.86076,0,124.36709,.3304733,222.91304,.036226414,553.20654,.12906572,Inc,Dec,Sta,Inc
KUV44,1,72,.31536001,417.5,.13652694,55.936707,.19417515,56.455696,.67309415,124.43478,.19058509,519.29346,.2041235,Dec,Inc,Dec,Dec
KUV44,2,72,.31536001,417.5,.13652694,55.936707,.19417515,56.455696,.67309415,124.43478,.19058509,519.29346,.2041235,Inc,Dec,Sta,Inc
KUV45,2,,,,,76.139244,.21719413,215.82278,.38086805,349,.048802603,558.42389,.12159222,Inc,Dec,Dec,Inc
KUV46,1,55,2.0014038,302,.56291389,164.55698,.23493533,81.012657,.85912496,64.130432,.21412967,158.96739,.56049228,Dec,Inc,Dec,Inc
KUV46,2,55,2.0014038,302,.56291389,164.55698,.23493533,81.012657,.85912496,64.130432,.21412967,158.96739,.56049228,Inc,Dec,Sta,Dec
KUV47,1,75,.45056,275.5,.23593466,107.59494,.32486498,31.518988,4.0166264,34.347828,.15745635,87.826088,.61940593,Dec,Inc,Dec,Inc
KUV47,2,75,.45056,275.5,.23593466,107.59494,.32486498,31.518988,4.0166264,34.347828,.15745635,87.826088,.61940593,Inc,Dec,Dec,Dec
KUV48,2,,,,,15.189874,.91088521,137.02531,.37000462,23.510868,.92846143,198.01631,.72165769,Inc,Inc,Sta,Inc
KUV5,2,,,,,20.658228,.6888622,345.41141,.25853229,49.434784,.50906372,417.77176,.36215949,Inc,Inc,Dec,Inc
KUV50,1,68,.34600875,185,.2972973,111.3924,.14901581,36.835445,1.992646,67.934784,0,194.02174,.069579832,Dec,Inc,Dec,Inc
KUV50,2,68,.34600875,185,.2972973,111.3924,.14901581,36.835445,1.992646,67.934784,0,194.02174,.069579832,Inc,Dec,Dec,Dec
KUV51,2,,,,,65.316452,.53397608,401.89874,.61383623,132.78261,.20084831,531.79346,.33377621,Inc,Dec,Dec,Inc
KUV52,1,52,.51394868,202,.43564355,20.50633,.53966135,894.93671,.30415559,16.983696,.83253187,220.05435,.17450233,Inc,Dec,Sta,Dec
KUV52,2,52,.51394868,202,.43564355,20.50633,.53966135,894.93671,.30415559,16.983696,.83253187,220.05435,.17450233,Dec,Dec,Inc,Dec
KUV6,1,91,.17342858,129,.44961244,71.898735,0,318.98734,.62447619,52.586956,.59848505,444.94565,.35847074,Inc,Inc,Dec,Dec
KUV6,2,91,.17342858,129,.44961244,71.898735,0,318.98734,.62447619,52.586956,.59848505,444.94565,.35847074,Inc,Dec,Sta,Dec
KUV7,1,100,.32169998,423.5,.21251476,73.063293,.12408826,31.70886,1.7944511,58.56522,1.4257752,500.59781,.55613506,Dec,Inc,Dec,Dec
KUV7,2,100,.32169998,423.5,.21251476,73.063293,.12408826,31.70886,1.7944511,58.56522,1.4257752,500.59781,.55613506,Inc,Dec,Inc,Dec
KUV9,1,30,.72923219,264,.22727273,106.29114,.40236291,393.10126,.35410726,62.967392,.22303243,606.46741,.10866207,Inc,Inc,Dec,Inc
KUV9,2,30,.72923219,264,.22727273,106.29114,.40236291,393.10126,.35410726,62.967392,.22303243,606.46741,.10866207,Inc,Dec,Dec,Dec
MAN1,1,71,.010492958,155,.064516127,49.746834,.50146866,214.93671,.49502945,12.880435,2.3127127,197.71739,.28980759,Inc,Inc,Inc,Dec
MAN1,2,71,.010492958,155,.064516127,49.746834,.50146866,214.93671,.49502945,12.880435,2.3127127,197.71739,.28980759,Sta,Dec,Inc,Dec
MAN10,1,168.25,.1273104,187,.54010695,101.43037,.19441122,109.43037,.94854838,18.695654,1.1420208,258.15216,.35831583,Dec,Inc,Inc,Dec
MAN10,2,168.25,.1273104,187,.54010695,101.43037,.19441122,109.43037,.94854838,18.695654,1.1420208,258.15216,.35831583,Inc,Dec,Inc,Dec
MAN11,2,,,,,45.316456,.12656637,107.53164,.43522075,55.054348,.67430991,366.63043,.29430181,Inc,Dec,Inc,Inc
MAN12,1,32,.1425,151,.60927153,54.848103,.11447123,81.898727,.38828442,60.869564,.79490161,215.86957,.50215507,Dec,Dec,Dec,Inc
MAN12,2,32,.1425,151,.60927153,54.848103,.11447123,81.898727,.38828442,60.869564,.79490161,215.86957,.50215507,Inc,Inc,Inc,Inc
MAN13,1,48,.33427083,200,.22499999,18.227848,1.2946228,109.87342,1.8721544,123.36957,.32134482,341.57608,.34165156,Dec,Inc,Inc,Dec
MAN13,2,48,.33427083,200,.22499999,18.227848,1.2946228,109.87342,1.8721544,123.36957,.32134482,341.57608,.34165156,Inc,Dec,Dec,Inc
MAN14,1,92,.052707139,170,.14705883,47.088608,.75182891,445.44302,.48311454,134.02174,.078130029,254.94565,.21651672,Inc,Inc,Inc,Dec
MAN14,2,92,.052707139,170,.14705883,47.088608,.75182891,445.44302,.48311454,134.02174,.078130029,254.94565,.21651672,Dec,Dec,Dec,Inc
MAN15,1,64.5,.45736435,406,.35714287,18.227848,2.6799879,441.26584,1.00393,76.739128,.2747066,198.31522,.28943822,Sta,Inc,Inc,Dec
MAN15,2,64.5,.45736435,406,.35714287,18.227848,2.6799879,441.26584,1.00393,76.739128,.2747066,198.31522,.28943822,Dec,Dec,Dec,Inc
MAN16,1,36,.38611111,214,.17289719,42.531643,.55239153,230.75949,.38438284,46.358696,.75747073,318.47827,.54289418,Sta,Inc,Inc,Inc
MAN16,2,36,.38611111,214,.17289719,42.531643,.55239153,230.75949,.38438284,46.358696,.75747073,318.47827,.54289418,Inc,Inc,Inc,Sta
MAN17,1,39,.20846154,119.5,1.121339,132.91139,.16253442,69.113922,1.1444871,35,.069875777,149.45653,.037469089,Dec,Sta,Dec,Inc
MAN17,2,39,.20846154,119.5,1.121339,132.91139,.16253442,69.113922,1.1444871,35,.069875777,149.45653,.037469089,Inc,Dec,Dec,Dec
MAN18,1,169,.14603551,600.5,.10990841,159.3671,.2765696,614.11389,.25760692,111.84782,.36227712,200,.61299998,Sta,Inc,Inc,Sta
MAN18,2,169,.14603551,600.5,.10990841,159.3671,.2765696,614.11389,.25760692,111.84782,.36227712,200,.61299998,Dec,Inc,Inc,Dec
MAN19,1,161,2.3518634,815.5,1.4101777,123.32279,1.050776,1191.1393,1.2487205,37.934784,2.2731507,272.82608,3.3655138,Inc,Dec,Dec,Dec
MAN19,2,161,2.3518634,815.5,1.4101777,123.32279,1.050776,1191.1393,1.2487205,37.934784,2.2731507,272.82608,3.3655138,Dec,Inc,Inc,Dec
MAN2,1,70,.67457861,695.5,.29475197,126.58228,.43342254,667.02533,.23252492,54.347828,.057373069,217.5,.39954025,Sta,Dec,Dec,Inc
MAN2,2,70,.67457861,695.5,.29475197,126.58228,.43342254,667.02533,.23252492,54.347828,.057373069,217.5,.39954025,Dec,Inc,Dec,Dec
MAN20,1,71,.041971833,128,.4921875,872.65826,.012953293,253.03796,.57501251,29.673912,.10758888,245.10869,.23948559,Inc,Inc,Dec,Inc
MAN20,2,71,.041971833,128,.4921875,872.65826,.012953293,253.03796,.57501251,29.673912,.10758888,245.10869,.23948559,Sta,Dec,Inc,Dec
MAN21,1,44,.44425002,111,.3918919,41.012661,.43956575,177.97469,.7821337,46.304348,1.1801939,147.01086,1.4454713,Inc,Inc,Sta,Sta
MAN21,2,44,.44425002,111,.3918919,41.012661,.43956575,177.97469,.7821337,46.304348,1.1801939,147.01086,1.4454713,Dec,Inc,Inc,Inc
MAN22,1,37,.66437662,111,.65765768,76.911392,.16741042,472.72153,.19419467,41.902172,.51962185,247.28261,.48567912,Inc,Dec,Dec,Inc
MAN22,2,37,.66437662,111,.65765768,76.911392,.16741042,472.72153,.19419467,41.902172,.51962185,247.28261,.48567912,Dec,Inc,Inc,Dec
MAN23,1,53,.08624313,194.5,.082262211,28.481012,0,7.278481,7.8313046,42.5,.6082539,152.71739,.40859786,Dec,Inc,Dec,Dec
MAN23,2,53,.08624313,194.5,.082262211,28.481012,0,7.278481,7.8313046,42.5,.6082539,152.71739,.40859786,Inc,Dec,Sta,Inc
MAN24,2,,,,,73.544304,.23324941,113.6076,1.1363677,49.130436,.54646301,230.10869,.4106755,Inc,Dec,Inc,Dec
MAN25,1,31.799999,.49456912,78,.83333325,149.3671,.23081732,5.1265826,24.070616,64.239128,.39602816,276.41306,.30353126,Dec,Inc,Dec,Inc
MAN25,2,31.799999,.49456912,78,.83333325,149.3671,.23081732,5.1265826,24.070616,64.239128,.39602816,276.41306,.30353126,Inc,Dec,Inc,Dec
MAN26,1,97.5,.097435907,48,1.1666666,75.949364,.041666672,11.962025,1.9060318,64.130432,.069165178,211.25,.19786982,Dec,Inc,Dec,Dec
MAN26,2,97.5,.097435907,48,1.1666666,75.949364,.041666672,11.962025,1.9060318,64.130432,.069165178,211.25,.19786982,Inc,Dec,Inc,Dec
MAN27,2,,,,,144,.035821024,220.12657,.13810237,27.01087,1.9915707,280.16306,.41868478,Inc,Inc,Inc,Dec
MAN28,1,38,2.6692781,127,1.4015749,360.05063,.28460604,950.75946,.46604848,91.08696,.38819209,194.18477,1.5670642,Inc,Dec,Dec,Inc
MAN28,2,38,2.6692781,127,1.4015749,360.05063,.28460604,950.75946,.46604848,91.08696,.38819209,194.18477,1.5670642,Dec,Inc,Inc,Dec
MAN3,2,,,,,75.949364,.63562256,201.58228,1.1667693,562.93481,.052057542,819.56525,.3442069,Inc,Dec,Dec,Inc
MAN30,2,,,,,171.89874,.051380102,193.60759,1.8961034,15,2.5250175,222.44565,2.1794088,Inc,Inc,Inc,Dec
MAN31,1,173,.039884392,60,1.1333333,21.075949,.08839485,146.39241,.36750537,15.108695,1.1795801,226.35869,.28848022,Inc,Dec,Inc,Dec
MAN31,2,173,.039884392,60,1.1333333,21.075949,.08839485,146.39241,.36750537,15.108695,1.1795801,226.35869,.28848022,Inc,Dec,Inc,Dec
MAN32,1,27,2.1648912,190,.35263157,26.13924,.90975076,139.24051,.62338185,34.02174,1.1333022,149.78261,1.1276342,Dec,Inc,Dec,Sta
MAN32,2,27,2.1648912,190,.35263157,26.13924,.90975076,139.24051,.62338185,34.02174,1.1333022,149.78261,1.1276342,Sta,Inc,Inc,Inc
MAN33,1,33,.26363635,176,.44602272,200,.15822785,48.101265,1.7109739,173.91304,.0075961826,202.71739,.11395174,Dec,Inc,Dec,Inc
MAN33,2,33,.26363635,176,.44602272,200,.15822785,48.101265,1.7109739,173.91304,.0075961826,202.71739,.11395174,Inc,Dec,Dec,Dec
MAN34,1,69,.11949275,145,.37241378,4.9367089,4.1243024,72.658226,1.9144425,5.6521735,3.0318639,91.739136,.71398091,Dec,Inc,Inc,Dec
MAN34,2,69,.11949275,145,.37241378,4.9367089,4.1243024,72.658226,1.9144425,5.6521735,3.0318639,91.739136,.71398091,Inc,Dec,Dec,Inc
MAN36,1,98,.045816325,145,.2137931,104.43038,.45715478,601.96204,.24187572,,,,,Inc,Inc,Inc,Sta
MAN37,1,55,.81772196,130,.49230769,135.75949,.12788755,10.253165,5.24716,38.04348,.27315816,238.64131,.30715555,Dec,Inc,Dec,Inc
MAN37,2,55,.81772196,130,.49230769,135.75949,.12788755,10.253165,5.24716,38.04348,.27315816,238.64131,.30715555,Inc,Dec,Inc,Dec
MAN38,1,45,.20666668,114,.59210527,168.03798,.0684622,12.310127,2.648226,27.173914,0,247.85326,.076658264,Dec,Inc,Dec,Inc
MAN38,2,45,.20666668,114,.59210527,168.03798,.0684622,12.310127,2.648226,27.173914,0,247.85326,.076658264,Inc,Dec,Dec,Dec
MAN39,1,33,1.2256061,108,.55092591,89.620255,.15889829,141.4557,.64896643,14.945652,.79090911,121.46739,.25438926,Inc,Inc,Dec,Inc
MAN39,2,33,1.2256061,108,.55092591,89.620255,.15889829,141.4557,.64896643,14.945652,.79090911,121.46739,.25438926,Dec,Dec,Inc,Dec
MAN4,2,,,,,31.898735,.8056739,166.55063,.45571727,38.423912,1.0371457,227.93478,.62166905,Inc,Inc,Inc,Inc
MAN40,2,,,,,34.556961,.39724526,103.41772,1.1023257,29.51087,.93257028,259.72827,.55866081,Inc,Dec,Inc,Dec
MAN41,1,33,.15909091,88,.47727272,132.65823,.37309006,624.49365,.3921577,8.804348,3.75737,267.66306,.91196752,Inc,Dec,Inc,Inc
MAN41,2,33,.15909091,88,.47727272,132.65823,.37309006,624.49365,.3921577,8.804348,3.75737,267.66306,.91196752,Dec,Inc,Inc,Dec
MAN42,1,37,.2027027,349.5,.18597998,153.41772,.056270629,619.62024,.41896632,247.93478,.19549446,859.56519,.68918574,Inc,Inc,Dec,Inc
MAN42,2,37,.2027027,349.5,.18597998,153.41772,.056270629,619.62024,.41896632,247.93478,.19549446,859.56519,.68918574,Inc,Inc,Inc,Inc
MAN43,1,32,1.054522,148,.68243241,12.278481,1.1984239,28.29114,2.2374496,88.04348,.42566812,213.80435,.43544483,Dec,Inc,Inc,Dec
MAN43,2,32,1.054522,148,.68243241,12.278481,1.1984239,28.29114,2.2374496,88.04348,.42566812,213.80435,.43544483,Inc,Dec,Dec,Inc
MAN44,1,70,.30571428,411,.18978101,101.26582,.091985881,48.607597,1.5367967,259.23914,.047559876,195.97827,.54138654,Dec,Inc,Dec,Inc
MAN44,2,70,.30571428,411,.18978101,101.26582,.091985881,48.607597,1.5367967,259.23914,.047559876,195.97827,.54138654,Inc,Dec,Dec,Inc
MAN45,1,57,.33508769,165,.18181819,46.708862,.44178113,395.56961,.11831041,115.1087,.38597733,712.28259,.26028994,Inc,Dec,Inc,Dec
MAN45,2,57,.33508769,165,.18181819,46.708862,.44178113,395.56961,.11831041,115.1087,.38597733,712.28259,.26028994,Inc,Inc,Dec,Inc
MAN46,1,149,.0049999999,410,1.0878049,57.721516,.32549754,60.632912,.73227561,25.489132,1.9314653,320.38043,.44915351,Dec,Dec,Inc,Dec
MAN46,2,149,.0049999999,410,1.0878049,57.721516,.32549754,60.632912,.73227561,25.489132,1.9314653,320.38043,.44915351,Inc,Dec,Inc,Dec
MAN47,1,38.25,.72329485,165,.48484847,44.556965,.26636273,119.87341,.73911303,137.93478,.2178881,291.30435,.80191046,Dec,Inc,Dec,Inc
MAN47,2,38.25,.72329485,165,.48484847,44.556965,.26636273,119.87341,.73911303,137.93478,.2178881,291.30435,.80191046,Inc,Sta,Dec,Inc
MAN48,2,,,,,107.34177,.24617554,247.1519,.45599487,36.95652,1.16293,255.49348,.93544459,Sta,Inc,Inc,Dec
MAN49,1,33,.64848483,257,.21011673,34.177216,.22937626,47.468353,6.665494,11.608696,3.3401568,317.44565,.55631572,Dec,Inc,Dec,Sta
MAN49,2,33,.64848483,257,.21011673,34.177216,.22937626,47.468353,6.665494,11.608696,3.3401568,317.44565,.55631572,Inc,Dec,Inc,Dec
MAN5,1,45,.27542222,206,.18932039,59.822784,.11446255,49.588608,.9336822,66.95652,.28783038,203.96739,.45693576,Dec,Inc,Dec,Inc
MAN5,2,45,.27542222,206,.18932039,59.822784,.11446255,49.588608,.9336822,66.95652,.28783038,203.96739,.45693576,Inc,Dec,Inc,Inc
MAN50,1,90,.053333335,100,.33500001,102.53165,.058285128,47.341774,1.362433,58.260868,.065045498,211.25,.20213018,Dec,Inc,Sta,Inc
MAN50,2,90,.053333335,100,.33500001,102.53165,.058285128,47.341774,1.362433,58.260868,.065045498,211.25,.20213018,Inc,Dec,Inc,Dec
MAN51,2,,,,,79.139244,.095651433,435.50632,.25877926,114.83696,1.5300889,931.52173,.85440844,Inc,Inc,Inc,Inc
MAN52,1,120,.79500002,525.5,1.2940058,168.35443,.28677204,448.03799,.30109051,43.043476,.066791102,284.23914,.1818891,Dec,Dec,Dec,Inc
MAN52,2,120,.79500002,525.5,1.2940058,168.35443,.28677204,448.03799,.30109051,43.043476,.066791102,284.23914,.1818891,Dec,Dec,Dec,Dec
MAN6,2,,,,,98.70253,.080289461,398.73419,.17455237,182.39131,.23182884,616.25,.38864097,Inc,Inc,Inc,Inc
MAN7,1,100,.075109892,67,.94029844,21.772152,.39623973,19.49367,2.5957143,,,,,Dec,Inc,Inc,Dec
MAN8,1,36,.29982069,140,.32142857,17.721519,2.0766559,120.82278,1.2572131,24,1.4167284,153.64131,.63589668,Dec,Inc,Inc,Dec
MAN8,2,36,.29982069,140,.32142857,17.721519,2.0766559,120.82278,1.2572131,24,1.4167284,153.64131,.63589668,Inc,Dec,Dec,Inc
MAN9,1,67,.058208957,574,.42682925,125,.12734097,11.044304,4.3008595,34.782608,.28437501,257.5,.12349514,Dec,Inc,Inc,Inc
MAN9,2,67,.058208957,574,.42682925,125,.12734097,11.044304,4.3008595,34.782608,.28437501,257.5,.12349514,Inc,Dec,Inc,Dec
MANAM1,1,61,.020151639,104,.29615384,131.29747,.064111836,83.670883,.42428142,98.043472,0,223.91304,.0058058249,Dec,Inc,Inc,Inc
MANAM1,2,61,.020151639,104,.29615384,131.29747,.064111836,83.670883,.42428142,98.043472,0,223.91304,.0058058249,Inc,Dec,Dec,Dec
MANAM10,1,124,.012903226,185.5,.1768194,50.126579,0,144.24051,.043677047,206.03261,.024015982,316.52176,.10267857,Dec,Dec,Dec,Dec
MANAM10,2,124,.012903226,185.5,.1768194,50.126579,0,144.24051,.043677047,206.03261,.024015982,316.52176,.10267857,Inc,Inc,Sta,Inc
MANAM11,2,,,,,219.3038,0,863.10126,.13196598,631.6087,.051989194,587.55432,.24048841,Dec,Inc,Sta,Inc
MANAM12,2,,,,,176.07596,.038778495,290.50632,.12185622,117.66304,.10759267,203.09784,.83014178,Dec,Inc,Inc,Dec
MANAM13,1,125,.88688684,412.5,.5090909,98.227844,.24855067,197.78481,.96013433,118.47826,2.4133303,611.90216,1.1452811,Dec,Inc,Dec,Dec
MANAM13,2,125,.88688684,412.5,.5090909,98.227844,.24855067,197.78481,.96013433,118.47826,2.4133303,611.90216,1.1452811,Inc,Inc,Inc,Inc
MANAM14,1,130,.31117451,427,.24590164,132.91139,.58285183,956.3924,.24477401,.54347825,30.607538,410.48914,.16565603,Inc,Sta,Inc,Sta
MANAM14,2,130,.31117451,427,.24590164,132.91139,.58285183,956.3924,.24477401,.54347825,30.607538,410.48914,.16565603,Dec,Dec,Inc,Dec
MANAM15,1,96,.064208336,134.5,.29888475,66.075951,.16123758,129.49367,.5204888,130.43478,.18746009,293.42392,.18607889,Sta,Inc,Inc,Dec
MANAM15,2,96,.064208336,134.5,.29888475,66.075951,.16123758,129.49367,.5204888,130.43478,.18746009,293.42392,.18607889,Inc,Dec,Inc,Inc
MANAM16,1,57,.1336842,184.5,.18428184,101.01266,.23621292,430.31647,.49916753,81.521736,.16322246,242.82608,.15690242,Inc,Inc,Inc,Inc
MANAM16,2,57,.1336842,184.5,.18428184,101.01266,.23621292,430.31647,.49916753,81.521736,.16322246,242.82608,.15690242,Dec,Dec,Dec,Dec
MANAM17,1,29,.24137931,147,.23809524,106.4557,3.0032699,35.253166,13.105206,143.88043,.297795,504.23914,.38929942,Dec,Inc,Inc,Inc
MANAM17,2,29,.24137931,147,.23809524,106.4557,3.0032699,35.253166,13.105206,143.88043,.297795,504.23914,.38929942,Inc,Dec,Dec,Inc
MANAM18,2,,,,,69.367088,.28053576,462.08859,.12313657,168.13043,.046411689,221.5761,.17149864,Dec,Inc,Dec,Inc
MANAM2,1,105,.26215184,162.5,.30769232,119.62025,.092048272,124.17722,.43325177,28.586956,0,81.684784,.023260145,Dec,Inc,Dec,Inc
MANAM2,2,105,.26215184,162.5,.30769232,119.62025,.092048272,124.17722,.43325177,28.586956,0,81.684784,.023260145,Dec,Dec,Dec,Dec
MANAM20,1,115,.12869565,196.5,.16284986,215.18988,.22580214,395.82281,.91909808,249.91304,.14267354,549.72827,.40074345,Inc,Inc,Inc,Inc
MANAM20,2,115,.12869565,196.5,.16284986,215.18988,.22580214,395.82281,.91909808,249.91304,.14267354,549.72827,.40074345,Inc,Dec,Dec,Inc
MANAM21,1,76,.63522369,333,.21771772,97.974686,.18965799,291.64557,.180013,363.78259,.042657934,352.01086,.14118883,Dec,Dec,Dec,Inc
MANAM21,2,76,.63522369,333,.21771772,97.974686,.18965799,291.64557,.180013,363.78259,.042657934,352.01086,.14118883,Inc,Dec,Dec,Inc
MANAM22,1,43,.16387209,137.5,.25672728,57.34177,.070529804,225.94937,.071254902,53.097824,.66415733,149.56523,.54691857,Inc,Dec,Dec,Inc
MANAM22,2,43,.16387209,137.5,.25672728,57.34177,.070529804,225.94937,.071254902,53.097824,.66415733,149.56523,.54691857,Dec,Inc,Inc,Sta
