"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"318","KUV18",2,"Inc","Sta","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"319","KUV19",1,"Inc","Dec","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"320","KUV19",2,"Inc","Dec","Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"321","KUV2",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"322","KUV2",2,"Inc","Dec","Dec","Dec","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"323","KUV20",1,"Sta","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"324","KUV20",2,"Inc","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"325","KUV21",1,"Sta","Sta","Dec","Sta","Dec","Sta","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Sta","3"
"326","KUV21",2,"Inc","Dec","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"327","KUV22",1,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"328","KUV22",2,"Inc","Dec","Dec","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"329","KUV23",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"330","KUV23",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"331","KUV26",1,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"332","KUV26",2,"Inc","Dec","Dec","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"333","KUV27",1,"Sta","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"334","KUV27",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"335","KUV28",1,"Sta","Inc","Dec","Inc","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"336","KUV28",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"337","KUV29",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"338","KUV29",2,"Sta","Sta","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"339","KUV30",1,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"340","KUV30",2,"Inc","Dec","Dec","Sta","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","1"
"341","KUV31",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"342","KUV31",2,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"343","KUV32",1,"Inc","Inc","Inc","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"344","KUV32",2,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"345","KUV34",1,"Inc","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"346","KUV34",2,"Dec","Inc","Dec","Inc","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"347","KUV35",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"348","KUV35",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"349","KUV37",1,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"350","KUV37",2,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"351","KUV38",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"352","KUV38",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"353","KUV39",1,"Inc","Dec","Dec","Sta","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","1"
"354","KUV39",2,"Inc","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"355","KUV4",1,"Inc","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"356","KUV4",2,"Sta","Dec","Dec","Inc","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","3"
"357","KUV40",1,"Inc","Dec","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"358","KUV40",2,"Dec","Inc","Inc","Sta","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"359","KUV41",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"360","KUV41",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"361","KUV43",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"362","KUV43",2,"Inc","Dec","Sta","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"363","KUV44",1,"Dec","Inc","Dec","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"364","KUV44",2,"Inc","Dec","Sta","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"365","KUV46",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"366","KUV46",2,"Inc","Dec","Sta","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"367","KUV47",1,"Dec","Inc","Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"368","KUV47",2,"Inc","Dec","Dec","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"369","KUV50",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"370","KUV50",2,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"371","KUV52",1,"Inc","Dec","Sta","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"372","KUV52",2,"Dec","Dec","Inc","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"373","KUV6",1,"Inc","Inc","Dec","Dec","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"374","KUV6",2,"Inc","Dec","Sta","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"375","KUV7",1,"Dec","Inc","Dec","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"376","KUV7",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"377","KUV9",1,"Inc","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"378","KUV9",2,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"379","MAN1",1,"Inc","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"380","MAN1",2,"Sta","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","3"
"381","MAN10",1,"Dec","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"382","MAN10",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"383","MAN12",1,"Dec","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"384","MAN12",2,"Inc","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"385","MAN13",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"386","MAN13",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"387","MAN14",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"388","MAN14",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"389","MAN15",1,"Sta","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"390","MAN15",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"391","MAN16",1,"Sta","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"392","MAN16",2,"Inc","Inc","Inc","Sta","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"393","MAN17",1,"Dec","Sta","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"394","MAN17",2,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"395","MAN18",1,"Sta","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","3"
"396","MAN18",2,"Dec","Inc","Inc","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"397","MAN19",1,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"398","MAN19",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"399","MAN2",1,"Sta","Dec","Dec","Inc","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","3"
"400","MAN2",2,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"401","MAN20",1,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"402","MAN20",2,"Sta","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","3"
"403","MAN21",1,"Inc","Inc","Sta","Sta","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Sta","2"
"404","MAN21",2,"Dec","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"405","MAN22",1,"Inc","Dec","Dec","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"406","MAN22",2,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"407","MAN23",1,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"408","MAN23",2,"Inc","Dec","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"409","MAN25",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"410","MAN25",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"411","MAN26",1,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"412","MAN26",2,"Inc","Dec","Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"413","MAN28",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"414","MAN28",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"415","MAN31",1,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"416","MAN31",2,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"417","MAN32",1,"Dec","Inc","Dec","Sta","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"418","MAN32",2,"Sta","Inc","Inc","Inc","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"419","MAN33",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"420","MAN33",2,"Inc","Dec","Dec","Dec","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"421","MAN34",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"422","MAN34",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"423","MAN37",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"424","MAN37",2,"Inc","Dec","Inc","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"425","MAN38",1,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"426","MAN38",2,"Inc","Dec","Dec","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"427","MAN39",1,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"428","MAN39",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"429","MAN41",1,"Inc","Dec","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"430","MAN41",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"431","MAN42",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"432","MAN42",2,"Inc","Inc","Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"433","MAN43",1,"Dec","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"434","MAN43",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"435","MAN44",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"436","MAN44",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"437","MAN45",1,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"438","MAN45",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"439","MAN46",1,"Dec","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"440","MAN46",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"441","MAN47",1,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"442","MAN47",2,"Inc","Sta","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"443","MAN49",1,"Dec","Inc","Dec","Sta","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"444","MAN49",2,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"445","MAN5",1,"Dec","Inc","Dec","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"446","MAN5",2,"Inc","Dec","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"447","MAN50",1,"Dec","Inc","Sta","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"448","MAN50",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"449","MAN52",1,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"450","MAN52",2,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"451","MAN8",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"452","MAN8",2,"Inc","Dec","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"453","MAN9",1,"Dec","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"454","MAN9",2,"Inc","Dec","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"455","MANAM1",1,"Dec","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"456","MANAM1",2,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"457","MANAM10",1,"Dec","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"458","MANAM10",2,"Inc","Inc","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"459","MANAM13",1,"Dec","Inc","Dec","Dec","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"460","MANAM13",2,"Inc","Inc","Inc","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"461","MANAM14",1,"Inc","Sta","Inc","Sta","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Sta","3"
"462","MANAM14",2,"Dec","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"463","MANAM15",1,"Sta","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"464","MANAM15",2,"Inc","Dec","Inc","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"465","MANAM16",1,"Inc","Inc","Inc","Inc","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"466","MANAM16",2,"Dec","Dec","Dec","Dec","Sta","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"467","MANAM17",1,"Dec","Inc","Inc","Inc","Sta","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"468","MANAM17",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"469","MANAM2",1,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"470","MANAM2",2,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"471","MANAM20",1,"Inc","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"472","MANAM20",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"473","MANAM21",1,"Dec","Dec","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"474","MANAM21",2,"Inc","Dec","Dec","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"475","MANAM22",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"476","MANAM22",2,"Dec","Inc","Inc","Sta","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
