HHID_panel,caste,jatis,annualincome1,DSR1,loanamount1,DIR1,villageid1,sizeownland2010,head_edulevel2010,head_occupation2010,wifehusb_edulevel2010,wifehusb_occupation2010,mainocc_occupation2010,yearly_expenses1,assets_noland1,villagearea1,agri2010,nagri2010,shareagri1,sharenagri1,DAR_without1,DAR_with1,ISR1,DSR302010,DSR402010,DSR502010,cro_annualincome1,cro_assets_noland1,cro_loanamount2010,cro_DSR1,cro_DAR_without1,cro_DIR2010,cro_ISR1,cro_DAR_with2010,log_yearly_expenses1,log_annualincome1,log_assets_noland1,log_assets1,log_loanamount1,log_ISR102010,log_ISR1002010,log_ISR10002010,log_ISR100002010,log_ISR2010,log_DAR102010,log_DAR1002010,log_DAR10002010,log_DAR100002010,log_DAR2010,log_DSR102010,log_DSR1002010,log_DSR10002010,log_DSR100002010,log_DSR2010,ihs_ISR2010,ihs_ISR102010,ihs_ISR1002010,ihs_ISR10001,ihs_ISR100002010,ihs_DAR2010,ihs_DAR102010,ihs_DAR1002010,ihs_DAR10001,ihs_DAR100002010,ihs_DSR2010,ihs_DSR102010,ihs_DSR1002010,ihs_DSR10001,ihs_DSR100002010,ihs_loanamount1,ihs_annualincome1,ihs_assets_noland1,annualincome2,DSR2,loanamount2,DIR2,villageid2,yearly_expenses2,assets_noland2,villagearea2,agri2016,nagri2016,shareagri2,sharenagri2,DAR_without2,DAR_with2,ISR2,cro_annualincome2,cro_assets_noland2,cro_loanamount2016,cro_DSR2,cro_DAR_without2,cro_DIR2016,cro_ISR2,cro_DAR_with2016,log_yearly_expenses2,log_annualincome2,log_assets_noland2,log_assets2,log_loanamount2,log_ISR102016,log_ISR1002016,log_ISR10002016,log_ISR100002016,log_ISR2016,log_DAR102016,log_DAR1002016,log_DAR10002016,log_DAR100002016,log_DAR2016,log_DSR102016,log_DSR1002016,log_DSR10002016,log_DSR100002016,log_DSR2016,ihs_ISR2016,ihs_ISR102016,ihs_ISR1002016,ihs_ISR10002,ihs_ISR100002016,ihs_DAR2016,ihs_DAR102016,ihs_DAR1002016,ihs_DAR10002,ihs_DAR100002016,ihs_DSR2016,ihs_DSR102016,ihs_DSR1002016,ihs_DSR10002,ihs_DSR100002016,ihs_loanamount2,ihs_annualincome2,ihs_assets_noland2,annualincome3,DSR3,loanamount3,DIR3,villageid3,yearly_expenses3,assets_noland3,villagearea3,agri2020,nagri2020,shareagri3,sharenagri3,DAR_without3,DAR_with3,ISR3,cro_annualincome3,cro_assets_noland3,cro_loanamount2020,cro_DSR3,cro_DAR_without3,cro_DIR2020,cro_ISR3,cro_DAR_with2020,log_yearly_expenses3,log_annualincome3,log_assets_noland3,log_assets3,log_loanamount3,log_ISR102020,log_ISR1002020,log_ISR10002020,log_ISR100002020,log_ISR2020,log_DAR102020,log_DAR1002020,log_DAR10002020,log_DAR100002020,log_DAR2020,log_DSR102020,log_DSR1002020,log_DSR10002020,log_DSR100002020,log_DSR2020,ihs_ISR2020,ihs_ISR102020,ihs_ISR1002020,ihs_ISR10003,ihs_ISR100002020,ihs_DAR2020,ihs_DAR102020,ihs_DAR1002020,ihs_DAR10003,ihs_DAR100002020,ihs_DSR2020,ihs_DSR102020,ihs_DSR1002020,ihs_DSR10003,ihs_DSR100002020,ihs_loanamount3,ihs_annualincome3,ihs_assets_noland3,cat_income,cat_assets,path_30,path_40,path_50,dummyownland2010
SEM15,Dalits,SC,42,.19523807,65,1.5476192,SEM,.5,Primary completed,Non-agri self-employed,High school (8th-10th),Public employment scheme workers (NREGA),Non-agri self-employed,48.599998,89,Colony,15,27,.35714287,.64285713,.73033708,.10172144,.099999994,0,0,0,34.760265,44.647449,40.207256,.58012491,.90054989,1.1567017,.46415886,.46680716,10.791379,10.645425,11.396392,6.4599047,11.082143,-5.9604645e-08,2.3025849,4.6051702,6.9077554,-2.3025851,1.988336,4.2909212,6.5935063,8.8960915,-.3142491,.6690495,2.9716346,5.2742195,7.5768046,-1.6335356,.09983407,.88137352,2.9982228,5.2983422,7.6009026,.67734259,2.6861377,4.9841151,7.286654,9.5892382,.19401853,1.4221344,3.665437,5.9673734,8.2699518,11.77529,11.338573,12.089539,46.835442,.48303825,77.900002,1.6632705,SEM,45.696201,98.417725,Colony,3.7974684,43.037975,.081081077,.91891891,.79152411,.79152411,.1971266,36.046093,46.169777,42.708321,.78462207,.92502767,1.1848252,.58198941,.92502767,10.729771,10.754395,11.496976,4.589221,11.263182,.67867601,2.981261,5.2838464,7.586431,-1.6239091,2.0687902,4.3713751,6.6739602,8.9765453,-.23379494,1.5749257,3.8775108,6.1800957,8.4826813,-.72765946,.19587173,1.4307109,3.675051,5.9769998,8.2795782,.72603601,2.7659039,5.0645623,7.3671079,9.669693,.46598953,2.2786193,4.570765,6.8732443,9.175828,11.956328,11.447543,12.190124,194.34782,.19520631,113.1,.58194631,SEM,51.739128,131.52174,Colony,54.130432,140.21739,.27852347,.7214765,.85993385,.11946268,.05398028,57.924179,50.854866,48.360138,.58009344,.95094419,.83488691,.37793028,.49250513,10.85397,12.177404,11.786927,6.8530235,11.636027,-.6165514,1.6860337,3.9886189,6.291204,-2.9191365,2.1516852,4.4542704,6.7568555,9.0594406,-.15089981,.66888678,2.971472,5.2740569,7.576642,-1.6336982,.053954098,.51652628,2.3876522,4.6818519,6.9843521,.77878791,2.8481963,5.1474514,7.4500031,9.7525873,.19398737,1.4219896,3.6652746,5.9672108,8.2697897,12.329175,12.870552,12.480075,T1 in.,T1 as.,Temporary entrance,Temporary entrance,Never,1
SEM16,Middle,Muslims,200,.045000002,60,.30000001,SEM,,High school (8th-10th),Non-agri self-employed,High school (8th-10th),No occupation,Non-agri self-employed,79,673,Ur,0,200,0,1,.089153044,.089153044,.045000002,0,0,0,58.480354,87.633812,39.148678,.35568935,.44673029,.66943294,.35568935,.44673029,11.277204,12.206073,13.4195,6.5117455,11.0021,-.79850763,1.5040774,3.8066626,6.1092477,-3.1010928,-.11481568,2.1877694,4.4903545,6.7929397,-2.4174008,-.79850763,1.5040774,3.8066626,6.1092477,-3.1010928,.044984829,.4360497,2.2093477,4.4999332,6.8023963,.089035362,.8025583,2.8840473,5.1835332,7.4860873,.044984829,.4360497,2.2093477,4.4999332,6.8023963,11.695247,12.89922,14.112648,75.949364,1.1641396,284.89999,3.7511835,SEM,89.493675,721.26581,Ur,0,75.949364,0,1,.39500001,.39500001,.24882901,42.348827,89.680588,65.800743,1.051966,.7337234,1.5537797,.62897539,.7337234,11.401923,11.237823,13.488763,6.581008,12.559894,.91159576,3.2141809,5.5167661,7.8193512,-1.3909893,1.3737156,3.6763008,5.9788857,8.2814713,-.92886949,2.4545674,4.7571526,7.0597377,9.3623228,.15198229,.24633028,1.6428734,3.9077315,6.2099171,8.5124979,.38538894,2.0825138,4.3696079,6.6720347,8.974618,.99281192,3.1495543,5.4503183,7.7528849,10.05547,13.25304,11.930969,14.181911,188.58696,.090283401,260.79999,1.3829162,SEM,66.847832,697.82611,Ur,0,188.58696,0,1,.37373206,.37373206,0,57.3461,88.698387,63.890438,.44861037,.72031111,1.11412,0,.72031111,11.110174,12.147314,13.455726,6.5479698,12.471509,,,,,,1.3183689,3.620954,5.9235392,8.2261238,-.98421615,-.10221658,2.2003686,4.5029535,6.8055387,-2.4048016,0,0,0,0,0,.36553714,2.0289524,4.31428,6.6166883,8.9192715,.090161197,.81097198,2.8965688,5.1961317,7.4986863,13.164657,12.840462,14.148872,T3 in.,T3 as.,Temporary entrance,Temporary entrance,Temporary entrance,0
SEM17,Upper,Naidu,150,.82463336,205,1.3666667,SEM,,Below primary,Non-agri self-employed,Below primary,No occupation,Non-agri self-employed,161.39999,230,Ur,0,150,0,1,.89130437,.89130437,.21663332,1,1,1,53.132927,61.269257,58.963684,.93774974,.96236986,1.1097391,.60058582,.96236986,11.991641,11.91839,12.345835,5.4380794,12.230765,.77303594,3.0756211,5.3782063,7.6807914,-1.5295491,2.1875157,4.4901009,6.792686,9.0952711,-.1150693,2.1097686,4.4123535,6.7149386,9.0175238,-.19281641,.2149737,1.51564,3.7693005,6.0713587,8.3739386,.80238956,2.8837953,5.1832795,7.4858336,9.7884178,.75178832,2.8065722,5.1055379,7.4080863,9.7106714,12.923912,12.611538,13.038981,232.40508,.042029962,31.6,.13596949,SEM,25.886076,805.18982,Ur,0,232.40508,0,.99999994,.039245404,.039245404,0,61.482079,93.032089,31.615183,.34768531,.33983096,.51421785,0,.33983096,10.161461,12.356237,13.598833,6.6910782,10.360912,,,,,,-.93533587,1.3672493,3.6698344,5.9724193,-3.237921,-.86678743,1.4357977,3.7383828,6.0409679,-3.1693726,0,0,0,0,0,.039235339,.38301998,2.0762465,4.3631439,6.6655684,.042017598,.40881643,2.1428056,4.4316716,6.7341166,11.05406,13.049384,14.291981,114.67391,1.7185971,230.8,2.0126636,SEM,50.543476,351.30435,Ur,16.847826,97.826088,.14691943,.85308057,.65698022,.65698022,.16240354,48.583435,70.560425,61.34021,1.1978195,.86932886,1.2625747,.54558843,.86932886,10.830589,11.649848,12.769408,5.8616529,12.349307,.484914,2.7874992,5.0900841,7.3926692,-1.8176711,1.8824837,4.1850686,6.4876537,8.7902393,-.42010137,2.8440933,5.1466784,7.4492636,9.7518482,.54150832,.16169798,1.2616537,3.4815929,5.7832408,8.0858164,.61706752,2.5813732,4.878274,7.1808019,9.483386,1.3102114,3.5380859,5.8398342,8.1424112,10.444996,13.042454,12.342995,13.462555,T3 in.,T2 as.,Temporary exit,Temporary exit,Temporary exit,0
SEM18,Upper,Naidu,73,.74017358,95,1.3013699,SEM,,Below primary,No occupation,Below primary,No occupation,Non-agri regular non-qualified workers,37.400002,140,Ur,0,73,0,1,.6785714,.6785714,.24705344,1,1,1,41.793392,51.924942,45.629025,.90457487,.87874967,1.0917761,.6274758,.87874967,10.529426,11.198215,11.849398,4.9416423,11.461632,.90443444,3.2070196,5.5096049,7.8121896,-1.3981506,1.9148196,4.2174048,6.5199895,8.8225746,-.38776556,2.0017145,4.3042998,6.606885,8.9094696,-.30087057,.2446069,1.6362319,3.9005761,6.2027559,8.5053368,.63502324,2.6133523,4.9106059,7.2131376,9.5157223,.68526751,2.699394,4.9974923,7.3000321,9.6026173,12.154779,11.891362,12.542545,172.78481,.072960906,63.299999,.36635166,SEM,55.696201,257.27847,Ur,5.6962028,167.08861,.032967035,.96703297,.24603692,.24603692,.047992907,55.697433,63.601566,39.85363,.41785929,.62661397,.71553802,.36340621,.62661397,10.927668,12.059802,12.457914,5.550159,11.05564,-.73411691,1.5684681,3.8710532,6.1736383,-3.0367022,.90031141,3.2028966,5.5054817,7.8080668,-1.4022737,-.3152464,1.9873387,4.2899237,6.5925088,-2.6178315,.047974505,.4631882,2.2722967,4.5643091,6.8667865,.24361992,1.6324112,3.8964565,6.1986327,8.501214,.072896332,.67675453,2.6851494,4.9831181,7.2856565,11.748788,12.75295,13.151061,83.695656,.064720899,935.79999,11.180986,SEM,41.304348,1016.5217,Ur,0,83.695656,0,1,.92059022,.92059022,.0080192359,43.742237,100.54772,97.8125,.40149626,.9727968,2.2361112,.20016018,.9727968,10.628723,11.334943,13.831898,6.9241419,13.749157,-2.5233271,-.22074197,2.0818431,4.384428,-4.825912,2.2198448,4.5224299,6.8250151,9.1275997,-.08274027,-.43508601,1.867499,4.170084,6.4726691,-2.7376711,.0080191502,.080106653,.7341696,2.7788553,5.0776143,.8240934,2.9159288,5.2156067,7.5181623,9.8207474,.064675801,.60888273,2.5665617,4.8632913,7.1658173,14.442305,12.02809,14.525044,T2 in.,T1 as.,Lasting exit,Lasting exit,Lasting exit,0
SEM19,Dalits,SC,140,.61669642,123.5,.88214284,SEM,2,High school (8th-10th),Non-agri self-employed,High school (8th-10th),Agri casual workers,Non-agri self-employed,21.200001,55.5,Colony,20,120,.14285715,.85714287,2.2252252,.054755043,.078839287,1,1,1,51.924942,38.144417,49.799194,.85118473,1.3055434,.95906115,.42879286,.37972984,9.9617567,11.849398,10.924138,7.721127,11.723996,-.23775871,2.0648263,4.3674116,6.6699967,-2.5403438,3.1024432,5.4050283,7.7076135,10.010199,.79985815,1.8192067,4.1217918,6.424377,8.7269621,-.48337841,.078757845,.72357893,2.7619717,5.0605989,7.3631439,1.5400494,3.7960949,6.0981808,8.4007607,10.703345,.58308911,2.5188634,4.8150048,7.1175246,9.4201088,12.417144,12.542545,11.617286,114.87342,.12741846,66.400002,.57802755,SEM,66.708862,23.955696,Colony,0,114.87342,0,1,2.7717834,2.7717834,.025662655,48.611591,28.82723,40.493877,.50320405,1.4047092,.83300865,.29496276,1.4047092,11.108093,11.651587,10.083961,3.1762061,11.103453,-1.3601334,.94245178,3.2450368,5.5476217,-3.6627185,3.3220761,5.624661,7.9272461,10.229832,1.019491,.24230643,2.5448916,4.8474765,7.1500616,-2.0602787,.025659839,.2538901,1.6715642,3.9385633,6.2407727,1.743696,4.0155487,6.3178115,8.6203938,10.922978,.12707616,1.0626124,3.2395749,5.5406394,7.8432093,11.796599,12.344733,10.777108,95.108696,.025426118,37.400002,.39323434,SEM,49.782608,182.33696,Colony,0,95.108696,0,1,.20511475,.20511475,.025426118,45.646423,56.705463,33.441868,.29405373,.58974683,.73262852,.29405373,.58974683,10.815421,11.462775,12.113611,5.2058563,10.529426,-1.3693933,.93319184,3.2357769,5.538362,-3.6719785,.71839935,3.0209844,5.3235698,7.6261544,-1.5841857,-1.3693933,.93319184,3.2357769,5.538362,-3.6719785,.02542338,.25159833,1.6629416,3.9293106,6.231513,.20370305,1.4662781,3.7147253,6.0167227,8.3193016,.02542338,.25159833,1.6629416,3.9293106,6.231513,11.222573,12.155923,12.806759,T3 in.,T1 as.,Lasting exit,Lasting exit,Lasting exit,1
SEM2,Middle,Kulalar,60,.42043069,78.5,1.3083333,SEM,.5,Below primary,Agri self-employed,Below primary,Agri casual workers,Non-agri self-employed,42.599998,129,Ur,20,40,.33333334,.66666669,.60852712,.11561119,.15672931,1,1,0,39.148678,50.527744,42.817688,.74914312,.84740949,1.09372,.53915888,.48715439,10.65961,11.0021,11.767568,6.5206213,11.270854,.44935003,2.751935,5.0545201,7.3571053,-1.8532351,1.8058714,4.1084561,6.4110413,8.7136269,-.49671379,1.4361095,3.7386944,6.0412798,8.3438644,-.86647564,.15609466,1.2315203,3.4460983,5.7476773,8.0502529,.57612306,2.5057023,4.801671,7.1041894,9.4067736,.40893728,2.1431091,4.431983,6.7344284,9.0370121,11.964001,11.695247,12.460715,99.746841,.52364492,177,1.7744921,SEM,111.3924,199.30379,Ur,0,99.746841,0,.99999994,.8880915,.8880915,.12354717,46.376686,58.412418,56.146725,.80601966,.9612121,1.210667,.49805534,.9612121,11.620814,11.51039,12.202585,5.2948303,12.083905,.21145286,2.5140378,4.8166232,7.1192083,-2.0911322,2.1839046,4.4864898,6.7890749,9.0916595,-.11868049,1.6556437,3.9582288,6.2608137,8.5633993,-.64694142,.123235,1.0384851,3.2088189,5.5097866,7.8123555,.79998916,2.8802066,5.1796684,7.4822221,9.7848072,.50225985,2.3577859,4.6514673,6.9539618,9.256546,12.777052,12.203538,12.895733,29.347826,2.6520307,191.7,6.5320001,SEM,65.978256,231.90218,Ur,0,29.347826,0,1,.82664162,.82664162,.57698613,30.845512,61.437698,57.65992,1.3841809,.93851042,1.8693131,.83250809,.93851042,11.09708,10.286974,12.354071,5.4463158,12.163687,1.752648,4.055233,6.3578181,8.6604033,-.54993707,2.1122012,4.4147863,6.7173715,9.0199566,-.19038403,3.2779107,5.5804958,7.883081,10.185666,.97532564,.54899079,2.4532216,4.7484555,7.0509663,9.3535509,.75333697,2.8089869,5.1079698,7.4105186,9.7131033,1.70226,3.9714131,6.2736464,8.5762281,10.878813,12.856834,10.980121,13.047218,T2 in.,T1 as.,Always,Always,Lasting entrance,1
SEM20,Middle,Vanniyar,55,.26699179,34,.61818182,SEM,,Below primary,Non-agri casual workers,Below primary,No occupation,Non-agri regular qualified workers,28.200001,87,Ur,0,55,0,1,.39080459,.39080459,.074437156,0,0,0,38.029526,44.310474,32.396118,.64392108,.73111641,.85186756,.42065874,.73111641,10.247077,10.915089,11.373663,4.4659081,10.434115,-.29521501,2.0073702,4.3099551,6.6125402,-2.5978,1.3630375,3.6656225,5.9682078,8.270793,-.9395476,.9820478,3.2846329,5.5872178,7.8898029,-1.3205373,.074368589,.68863833,2.704999,5.0031476,7.3056879,.38148412,2.0721657,4.3589334,6.6613564,8.9639397,.26391736,1.7085525,3.9781306,6.2803688,8.5829506,11.127263,11.608235,12.066811,44.556965,.096309453,40.5,.90894872,SEM,23.987341,94.873413,Ur,2.0253165,42.531643,.045454543,.95454544,.42688462,.42688462,.019261889,35.45182,45.608749,34.341427,.45837715,.75295699,.96867877,.26806059,.75295699,10.085281,10.704524,11.460299,4.5525436,10.609057,-1.6470417,.65554339,2.9581285,5.2607136,-3.9496267,1.4513435,3.7539287,6.0565138,8.3590984,-.85124153,-.037603706,2.2649813,4.5675664,6.8701515,-2.3401887,.019260699,.19144726,1.4101304,3.6519487,5.9538674,.41487989,2.1579356,4.4472132,6.7496624,9.0522461,.096161187,.85503525,2.960813,5.2607408,7.5632992,11.302204,11.397671,12.153446,111.41304,.25284576,76,.68214637,SEM,36.413044,71.41304,Ur,0,111.41304,0,1,1.0642314,1.0642314,.074756935,48.118492,41.488319,42.358234,.6323418,1.0209677,.88029021,.42126027,1.0209677,10.502683,11.620999,11.176236,4.2684803,11.238488,-.29092824,2.011657,4.3142419,6.616827,-2.5935133,2.3648379,4.6674232,6.9700084,9.2725935,.062252846,.9276095,3.2301946,5.5327797,7.8353648,-1.3749756,.074687481,.69120151,2.7092478,5.0074339,7.3099747,.92607069,3.0601852,5.3605924,7.6631556,9.9657402,.25022632,1.6577485,3.9237325,6.2259307,8.528512,11.931636,12.314147,11.869383,T2 in.,T1 as.,Never,Never,Never,0
SEM22,Dalits,SC,65,.12456922,80,1.2307693,SEM,2,Below primary,Agri casual workers,Below primary,No occupation,Non-agri regular non-qualified workers,30.700001,166.5,Colony,15,50,.23076923,.76923078,.48048049,.033805199,.12456922,0,0,0,40.207256,55.013771,43.088696,.49942496,.78323472,1.0716646,.49942496,.32334128,10.332018,11.082143,12.022751,7.7691674,11.289782,.2196914,2.5222764,4.8248615,7.1274467,-2.0828936,1.5696164,3.8722014,6.1747866,8.4773712,-.73296863,.2196914,2.5222764,4.8248615,7.1274467,-2.0828936,.12424929,1.0448991,3.2170308,5.5180249,7.8205938,.46368524,2.2734208,4.5654569,6.8679347,9.1705189,.12424929,1.0448991,3.2170308,5.5180249,7.8205938,11.982929,11.77529,12.715898,3.4177215,.66666675,11.9,3.4818518,SEM,25.569622,133.41772,Colony,0,3.4177215,0,1,.089193545,.089193545,.11111112,15.063025,51.098072,22.830513,.87358052,.44679791,1.5156658,.48074988,.44679791,10.14916,8.1367292,11.80124,4.8934851,9.3842936,.10536056,2.4079456,4.7105308,7.0131159,-2.1972246,-.11436149,2.1882236,4.4908085,6.7933936,-2.4169466,1.8971201,4.1997051,6.5022902,8.8048754,-.40546498,.11088376,.95780051,3.1031117,5.4036984,7.7062631,.089075707,.80286056,2.8844986,5.1839871,7.4865413,.6251452,2.5958455,4.8929086,7.1954379,9.498023,10.077441,8.8298769,12.494388,37.22826,.090390369,34.200001,.918657,SEM,22.771738,108.15218,Colony,4.076087,33.152172,.10948905,.89051098,.31622112,.31622112,0,33.390602,47.64439,32.459515,.44878748,.68128729,.97211534,0,.68128729,10.033276,10.524823,11.591294,4.6835394,10.439981,,,,,,1.1512716,3.4538567,5.7564416,8.0590267,-1.1513135,-.10103243,2.2015526,4.5041375,6.8067226,-2.4036176,0,0,0,0,0,.3111749,1.8685311,4.1472535,6.4495916,8.7521744,.090267733,.81176573,2.8977456,5.1973157,7.4998703,11.133128,11.217971,12.284442,T2 in.,T1 as.,Temporary entrance,Temporary entrance,Temporary entrance,1
SEM25,Dalits,SC,72,.029444445,37,.5138889,SEM,,High school (8th-10th),Non-agri casual workers,High school (8th-10th),Agri casual workers,Non-agri casual workers,68.400002,98,Colony,27,45,.375,.625,.37755099,.37755099,.029444445,0,0,0,41.601677,46.104362,33.32222,.30879325,.72275627,.80098259,.30879325,.72275627,11.133128,11.184422,11.492723,4.5849676,10.518673,-1.222665,1.0799202,3.3825052,5.6850905,-3.52525,1.3285354,3.6311207,5.9337058,8.2362909,-.97404963,-1.222665,1.0799202,3.3825052,5.6850905,-3.52525,.029440193,.29034773,1.8007302,4.0759406,6.3782406,.36911216,2.0387769,4.3244429,6.6268544,8.9294376,.029440193,.29034773,1.8007302,4.0759406,6.3782406,11.211821,11.877568,12.18587,29.810125,.32713521,25.299999,.84870493,SEM,65.696205,128.67088,Colony,7.4050632,22.405064,.24840765,.7515924,.19662566,.079423808,.10904507,31.006632,50.484737,29.356674,.68903685,.581496,.94678688,.47775146,.42984998,11.092796,10.302604,11.765013,5.7637615,10.138559,.086591154,2.3891761,4.6917615,6.9943461,-2.2159939,.67613155,2.9787166,5.281302,7.5838866,-1.6264535,1.1852033,3.4877884,5.7903733,8.0929585,-1.1173817,.10883012,.9439081,3.0844193,5.3849297,7.6874938,.19538024,1.4284424,3.6725099,5.9744554,8.2770338,.32156464,1.9009327,4.181169,6.4835229,8.7861061,10.831707,10.99575,12.45816,36.847828,.29035211,89.699997,2.4343362,SEM,43.47826,171.41304,Colony,32.065216,4.782609,.87020648,.12979351,.52329737,.090915501,0,33.276474,55.549644,44.764198,.6621784,.80584127,1.3452207,0,.44965488,10.680017,10.514552,12.051831,6.8942957,11.404226,,,,,,1.6549797,3.9575648,6.26015,8.5627346,-.64760542,1.0659242,3.3685093,5.6710944,7.9736795,-1.236661,0,0,0,0,0,.50195193,2.3571336,4.6508031,6.9532981,9.2558823,.28641987,1.7874874,4.0619526,6.3642445,8.6668262,12.097373,11.207699,12.744979,T2 in.,T1 as.,Temporary entrance,Never,Never,0
SEM26,Middle,Muslims,30,.25666666,35,1.1666666,SEM,1,HSC/Diploma (11th-12th),Non-agri regular qualified workers,High school (8th-10th),No occupation,Non-agri regular qualified workers,43.599998,89,Ur,0,30,0,1,.39325845,.029436501,.090000004,0,0,0,31.072325,44.647449,32.710663,.6355111,.73264349,1.0527266,.44814047,.30876547,10.682813,10.308952,11.396392,7.0808678,10.463103,-.10536048,2.1972246,4.4998097,6.8023949,-2.4079456,1.3692969,3.6718819,5.9744668,8.2770519,-.93328822,.942608,3.245193,5.5477781,7.8503633,-1.3599771,.089878947,.80886698,2.8934441,5.1929879,7.4955425,.38376871,2.0782309,4.3651905,6.6676159,8.9701996,.25392896,1.6717099,3.9387195,6.2409291,8.5435104,11.156251,11.0021,12.089539,54.050632,.33412302,69.699997,1.2895316,SEM,77.215187,97.0886,Ur,14.556962,39.493671,.26932085,.73067915,.71790093,.087861814,.016553009,37.809441,45.960995,41.153893,.69390839,.89540911,1.0884554,.2548545,.44456306,11.254352,10.897676,11.483379,6.6761904,11.151956,-1.7986023,.50398278,2.8065679,5.1091528,-4.1011872,1.9711614,4.2737465,6.5763316,8.8789167,-.3314237,1.206339,3.508924,5.8115091,8.1140947,-1.096246,.016552253,.16478333,1.2779334,3.5006263,5.8023095,.66726989,2.6691244,4.9669423,7.2694793,9.5720634,.32819921,1.9211632,4.2022953,6.5046587,8.8072414,11.845102,11.590824,12.176526,71.13913,.85711271,147.60001,2.0748076,SEM,17.663042,207.28261,Ur,11.413043,59.726089,.16043271,.8395673,.71207136,.19660056,0,41.435207,59.181725,52.848026,.94990313,.89297885,1.2754378,0,.58147126,9.7792301,11.172393,12.241838,6.6210871,11.902261,,,,,,1.9630079,4.2655931,6.5681782,8.8707628,-.33957714,2.1483991,4.4509845,6.7535696,9.0561543,-.15418586,0,0,0,0,0,.66252774,2.6610496,4.9587893,7.2613258,9.5639105,.77664739,2.8449321,5.1441655,7.4467168,9.7493019,12.595408,11.865541,12.934985,T1 in.,T1 as.,Lasting entrance,New over-indebted,New over-indebted,1
SEM27,Dalits,SC,105,.47137916,108,1.0285715,SEM,1.5,Primary completed,Agri self-employed,Below primary,Non-agri self-employed,Non-agri self-employed,22.799999,173,Colony,25,80,.23809524,.76190478,.62427747,.059243008,.14923181,1,1,0,47.176941,55.720547,47.622032,.77825779,.85465837,1.0094346,.53042072,.38983339,10.034515,11.561716,12.061047,7.5082388,11.589887,.40033063,2.7029157,5.0055008,7.3080859,-1.9022545,1.8314248,4.1340098,6.436595,8.7391796,-.47116035,1.5504926,3.8530777,6.1556625,8.4582481,-.75209248,.14868338,1.1904944,3.3971837,5.6986594,8.0012331,.58953089,2.530926,4.8272209,7.1297426,9.4323273,.45546719,2.2547057,4.5463376,6.8488111,9.1513948,12.283033,12.254863,12.754194,41.20253,.10300472,39.299999,.95382482,SEM,24.936708,129.3038,Colony,19.936708,21.265821,.48387098,.51612902,.30393538,.044217046,.026199808,34.538857,50.567379,33.998848,.46876198,.67234743,.98436511,.29700655,.35361436,10.124096,10.626255,11.76992,6.7898693,10.578979,-1.3394181,.96316701,3.2657521,5.568337,-3.6420033,1.111645,3.4142301,5.716815,8.0194006,-1.1909401,.029604604,2.3321898,4.6347747,6.9373598,-2.2729805,.026196811,.25908968,1.690892,3.9592633,6.261488,.29944041,1.8308183,4.1076479,6.409965,8.7125473,.10282344,.90246135,3.0276849,5.3279457,7.6305075,11.272127,11.319402,12.463067,15.923913,.7989431,50.700001,3.1838906,SEM,28.804348,156.73912,Colony,14.184783,1.7391305,.89078498,.10921502,.32346743,.32346743,.26195708,25.158415,53.917011,37.01144,.92790878,.68645203,1.4711356,.63984787,.68645203,10.268282,9.6755772,11.962338,5.0545826,10.833681,.96301049,3.2655954,5.5681806,7.8707657,-1.3395746,1.1739283,3.4765134,5.7790985,8.0816832,-1.1286569,2.0781195,4.3807044,6.6832895,8.9858751,-.22446555,.25905001,1.6907457,3.9591069,6.2613316,8.5639133,.31807679,1.8901553,4.1698995,6.4722481,8.7748308,.73184276,2.7751606,5.0738912,7.3764372,9.6790218,11.526829,10.368725,12.655485,T3 in.,T2 as.,Temporary exit,Temporary exit,New over-indebted,1
